City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,aiken,33.5835,-81.5998,30.74,68,0,3.09,US,1693059140
333,hovd,48.0056,91.6419,21.84,30,8,0.94,MN,1693059141
334,neryungri,56.6709,124.6491,7.53,76,5,1.76,RU,1693059142
335,lerwick,60.1545,-1.1494,16.0,92,92,3.72,GB,1693059142
336,revda,56.801,59.9303,11.32,69,99,3.48,RU,1693058948
337,homer,59.6425,-151.5483,16.94,72,100,4.12,US,1693059144
338,kone,-21.0595,164.8658,17.53,77,99,1.74,NC,1693059145
339,camana,-16.6228,-72.7111,18.26,77,74,2.59,PE,1693059018
340,qui nhon,13.7667,109.2333,29.76,69,37,2.73,VN,1693059146
341,tura,25.5198,90.2201,23.4,99,100,1.71,IN,1693059147
342,celestun,20.8667,-90.4,27.17,75,23,1.27,MX,1693059148
343,harper,4.375,-7.7169,26.36,81,52,5.15,LR,1693059148
344,flying fish cove,-10.4217,105.6791,23.82,83,40,6.69,CX,1693059149
345,kiunga,-6.1219,141.2906,22.41,97,100,1.37,PG,1693059150
346,katsuren-haebaru,26.3369,127.8719,28.01,98,20,2.06,JP,1693059150
347,tobelo,1.7284,128.0095,26.43,83,98,3.4,ID,1693059151
348,kristiansund,63.1115,7.732,21.03,60,40,3.6,NO,1693059152
349,rio grande,-32.035,-52.0986,14.06,53,4,5.52,BR,1693059157
350,leduc,53.2668,-113.552,14.1,86,15,2.27,CA,1693058770
351,upington,-28.4478,21.2561,16.21,17,0,3.09,ZA,1693059159
352,bandiagara,14.3501,-3.6104,25.2,67,100,4.67,ML,1693059159
353,ha'il,27.5219,41.6907,42.01,10,0,2.06,SA,1693059160
354,mount isa,-20.7333,139.5,16.87,36,0,2.57,AU,1693059161
355,jirja,26.3383,31.8916,42.12,12,0,8.23,EG,1693059161
356,lata,40.1629,-8.3327,24.4,35,0,7.05,PT,1693059162
357,saint-philippe,-21.3585,55.7679,24.77,81,25,7.14,RE,1693059162
358,trinidad,-14.8333,-64.9,29.92,33,51,3.62,BO,1693059163
359,mafinga,-7.25,35.0667,32.42,23,5,2.3,TZ,1693059164
360,marsh harbour,26.5412,-77.0636,28.6,74,21,4.21,BS,1693059164
361,xilin hot,43.9667,116.0333,14.72,46,1,2.42,CN,1693059165
362,lazaro cardenas,17.9583,-102.2,25.64,78,5,1.62,MX,1693059165
363,malango,-2.9627,119.9001,18.8,98,95,0.71,ID,1693059166
